region,year,model,30,60,90,120,180,270,360,365,ISL,IISL,mid90,-270,-180,-120,-90,-60,-30
27,2020,KNN,8.674204657614556,5.218964542032533,3.9299747531916642,3.1825725214491323,2.3214077010697203,1.7219025999510895,1.7085274064255833,1.727667854875166,0.7128406489477765,0.5228923977138286,0.5255453540679933,1.0057644678480544,1.1688350372843215,1.5054054748227068,1.8074421868249226,2.290643367402586,2.681224445301189
27,2020,LSTM,3.630436450198402,1.972775230585885,1.479061581293131,1.1658897239396349,0.8334909602037538,0.6024581721013184,0.6053777278852518,0.6039129126973404,0.1879203391143766,0.14039259589644743,0.12378687684140516,0.31299400840326597,0.3889582267219489,0.5208619114147702,0.6229245035556447,0.7895447978358133,0.6766271761266226
27,2020,FeedForwardNN,2.505017549221869,1.4431594884442205,1.1053839157293428,0.9011518642200375,0.6454455673075253,0.4816200850858417,0.46986202991060333,0.46671360514055904,0.18550721888570793,0.15396912064247428,0.12331204183357994,0.2555710699384732,0.29945970162184077,0.38288175414112946,0.4378103217702813,0.565182689386905,0.5208202610123089
27,2021,HBA,,,,,,,,,,,,,,,,,
27,2021,Alaton,,,,,,,,,,,,,,,,,
27,2021,Benth,,,,,,,,,,,,,,,,,
27,2021,XGB,10.487080861492206,5.7316623961520285,3.9741684560943837,3.1537064513210926,2.172737988230131,1.4928713975801913,1.3303125145658057,1.3211361015777534,0.3713075203658787,0.1331382162803113,0.15524163605314328,0.45605505744994373,0.5020614183071467,0.6808234850580289,0.8695635735444608,1.1922728221860055,1.0725361029940115
27,2021,RandomForest,,,,,,,,,,,,,,,,,
27,2021,SVM,11.13253849468513,6.311857336706799,4.60498877481722,3.6147698442011698,2.571864543416517,1.8427855298961782,1.790696132361739,1.7875395471324376,0.5387403120158135,0.3846275028555013,0.40432401326168893,0.8647305379067396,1.0438006740682104,1.3963039848800818,1.6922887370557596,2.1760979249545467,2.6494442309822603
27,2021,KNN,33.92494639895686,17.924738939752142,12.426473996993087,9.542690683063016,6.551812868446425,4.526949894337655,3.930486113526568,3.900702516869832,0.6771517398997631,0.477223946120115,0.48288069745025386,1.1115339894170453,1.3460250175236692,1.806853846279455,2.201592356127265,2.8723767786875967,3.402307532567451
27,2021,LSTM,15.832539960768639,8.448489770800796,5.78739515313874,4.487776757290927,3.0517532802437897,2.078986572019358,1.7853540565909716,1.768774525305615,0.316111407348841,0.13345315557049314,0.14597637087431725,0.4578330729816497,0.5309427968025362,0.7252791439368489,0.9265643238595751,1.2808602378510048,1.2010006810456233
27,2021,FeedForwardNN,12.705645675101765,6.9023081236960016,4.710006357768541,3.6592728795356573,2.481779944895907,1.699331598314143,1.4366597589962777,1.4283850866632046,0.2535535320232731,0.13443490515061568,0.11432945629616946,0.35635086626964707,0.41186515930556533,0.5628380762286985,0.6878404164990156,0.9175740456047999,0.8265559663928783
27,2022,HBA,,,,,,,,,,,,,,,,,
27,2022,Alaton,,,,,,,,,,,,,,,,,
27,2022,Benth,,,,,,,,,,,,,,,,,
27,2022,XGB,2.412769824916916,1.3849883555282316,1.036377507227973,0.9218461749168497,0.6638356973205976,0.48201486447640834,0.6069867263640647,0.6072875173362933,0.29129388741322176,0.11837319878803042,0.12696640927656472,0.4243403224255879,0.5650542079447907,0.8005366125194643,0.9984996814084482,1.3673070813783688,2.542284914901777
27,2022,RandomForest,,,,,,,,,,,,,,,,,
27,2022,SVM,6.450346548879648,4.145353589165068,3.1747018218104857,2.587332043761809,1.9243296814795208,1.4443066222650154,1.524459583468693,1.5263822896702681,0.6739575411485556,0.4842605038360043,0.5199702340901138,0.9903099431580371,1.1588476791328641,1.493440234874334,1.82861092398992,2.328172211634784,3.346595003607159
27,2022,KNN,7.388834286101099,4.796363043551083,3.67113812077257,2.994538571404774,2.2125645223761103,1.6531559699565366,1.7358399558232018,1.737948938989924,0.7539909239796502,0.534338865117388,0.5676706453111419,1.1035946660135174,1.2984679624633142,1.6816090793264435,2.056179870638087,2.6374410430658686,3.8464293959098663
27,2022,LSTM,3.371440543562984,1.871668410847896,1.358913157266603,1.2026412186965432,0.8520679742532974,0.6105269330604445,0.836498281659682,0.828920105545064,0.3452227912399918,0.12744485067473835,0.12698840479910184,0.6055075610768279,0.8227537172133386,1.1975567776830058,1.5058977092011212,2.1691296033460716,4.073016868375329
27,2022,FeedForwardNN,1.896241443830462,1.2051485608032257,0.9244705247191712,0.8079812328178967,0.5935061768779866,0.43690867727877253,0.6168464225801941,0.6166765714472331,0.26254182903680184,0.1237136780803443,0.12840223433104653,0.49009994442153776,0.652209113797526,0.9300329834124546,1.1787999608206294,1.6093354543165816,3.011801685703063
27,2023,HBA,,,,,,,,,,,,,,,,,
27,2023,Alaton,,,,,,,,,,,,,,,,,
27,2023,Benth,,,,,,,,,,,,,,,,,
27,2023,XGB,3.5256319022585183,2.845754707161056,2.0510521785064904,1.5991422969506421,1.1065633382882503,0.7844057507163181,0.7657343757713246,0.7628520688114869,0.16207449807000993,0.14009057557245402,0.11511633036592823,0.339278312152675,0.43938810146242163,0.5913185507190571,0.7288139131410943,0.9992944303910677,1.605609089152278
27,2023,RandomForest,,,,,,,,,,,,,,,,,
27,2023,SVM,7.133852457229148,5.3539294128556545,3.9972577905534377,3.189759571707996,2.3071077282279,1.6894938024833677,1.6484034261251568,1.6488594585807097,0.6169576659023618,0.4542659509943037,0.4488999971207056,0.8799160379039551,1.0247289717202168,1.3328582718141415,1.5799126249992352,1.9966638681304472,2.6365509440569377
27,2023,KNN,9.001608979332454,6.614467380662688,4.892624812521952,3.8973521132315243,2.8087254048713337,2.048407964865788,1.9889228856580559,1.9891430723429258,0.7248259972207165,0.527773084854695,0.527968949280201,1.0386632940891987,1.2116970708653272,1.5774917743761017,1.8802420304944225,2.3837950675537627,3.200096115536127
27,2023,LSTM,4.695068137107641,3.4842686447114084,2.476530367194139,1.939811054763097,1.327062267521359,0.9347976689987679,0.9245152683170161,0.915518391928092,0.17759416784857912,0.15026847195358592,0.11958086345892796,0.4030171014130517,0.5262778598337264,0.7078327190058331,0.9059070941254772,1.2838848078062244,1.997745768947134
27,2023,FeedForwardNN,4.539920384433244,3.1141171385378943,2.2139751001954346,1.7204400470692784,1.1868590970687858,0.8447499313460344,0.8378527828177232,0.8368194359212825,0.1597430939421372,0.16053159990053115,0.13446399303159529,0.38639403593934124,0.5077546954026463,0.6817690145451804,0.8566639250803779,1.2008271195055162,1.9933044703116423
27,2024,HBA,,,,,,,,,,,,,,,,,
27,2024,Alaton,,,,,,,,,,,,,,,,,
27,2024,Benth,,,,,,,,,,,,,,,,,
27,2024,XGB,3.909988967055172,2.137108753872697,1.4982913784938305,1.2409048739978057,0.8666715075283986,0.619245288731854,0.7608648931493824,0.8279156298240037,0.23505163656296643,0.1243928511387652,0.1072027097920304,0.6162092321527834,0.8074370478899582,1.1616453102956725,1.4838228274296212,2.1191418585909703,1.836418589142768
27,2024,RandomForest,,,,,,,,,,,,,,,,,
27,2024,SVM,5.454040781361258,3.5263126981179673,2.73847162304413,2.2480739939824823,1.6728365813234967,1.258469238269871,1.4035891997875862,1.4622091461486042,0.6072015396028634,0.4297345521626194,0.44869231708219304,1.0458268874427978,1.282970464676225,1.7046620393369247,2.128385093269238,2.823790666387426,3.486935177917843
27,2024,KNN,8.68216022743821,5.212915817248223,3.9038429879467906,3.138763298947496,2.2905260948827157,1.6925726130560679,1.8105722802905133,1.9062191363863816,0.677209201818641,0.4966656494027723,0.5141071208891762,1.2564093926026,1.5637008352937032,2.097366070818493,2.620352165061796,3.50180077799795,4.335695667548123
27,2024,LSTM,7.336301786794366,3.787784628894983,2.6070874363132566,2.0805832388434777,1.427112541452526,0.9975915823918311,1.0659191510949562,1.128299535683765,0.24713764659179496,0.13854966427044108,0.10751633318655766,0.6535714407071398,0.8552949382650658,1.2337449026539744,1.563003942712638,2.2555310622508666,1.8665448118637478
